report_id,date,district,state,fraud_type,severity,latitude,longitude,description
I4C-00275,2025-05-27,Chandigarh,Chandigarh,Online Financial Fraud (UPI/Card/Net-banking),high,30.75587,76.73095,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00276,2024-04-24,Ranchi,Jharkhand,Investment / Trading Scam,high,23.31871,85.29834,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00277,2023-03-28,Surat,Gujarat,Online Financial Fraud (UPI/Card/Net-banking),medium,21.14853,72.78127,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00278,2025-10-20,Rangareddy,Telangana,Cryptocurrency Fraud,low,17.28447,78.45906,Victim invested through a fraudulent cryptocurrency platform or wallet and was unable to withdraw funds.
I4C-00279,2024-04-24,Mumbai,Maharashtra,Sextortion,low,19.03451,72.88307,Victim was coerced into payment after fraudster obtained or fabricated compromising content and threatened to circulate it.
I4C-00280,2023-01-20,Mumbai,Maharashtra,Courier / Parcel Scam,critical,19.03176,72.86725,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00281,2024-04-21,Ahmedabad,Gujarat,Sextortion,high,23.01847,72.53017,Victim was coerced into payment after fraudster obtained or fabricated compromising content and threatened to circulate it.
I4C-00282,2025-11-02,Pune,Maharashtra,Lottery / Prize Scam,medium,18.5225,73.83265,Victim received notification of winning a lottery/prize and was asked to pay a processing or tax fee to release it.
I4C-00283,2025-01-13,Ghaziabad,Uttar Pradesh,Online Financial Fraud (UPI/Card/Net-banking),high,28.63812,77.42303,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00284,2025-10-07,Ghaziabad,Uttar Pradesh,Lottery / Prize Scam,low,28.65509,77.48176,Victim received notification of winning a lottery/prize and was asked to pay a processing or tax fee to release it.
I4C-00285,2023-03-04,Mumbai,Maharashtra,Romance / Matrimonial Scam,low,19.03661,72.89097,"Victim developed an online relationship with a profile that later requested money for a claimed emergency, travel, or customs issue."
I4C-00286,2025-09-22,Mumbai,Maharashtra,Digital Arrest / Impersonation of Law Enforcement,critical,19.07795,72.82976,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00287,2025-07-04,Ghaziabad,Uttar Pradesh,Online Financial Fraud (UPI/Card/Net-banking),low,28.64056,77.49635,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00288,2024-02-16,Ahmedabad,Gujarat,Online Financial Fraud (UPI/Card/Net-banking),low,23.05438,72.61775,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00289,2025-07-27,Dehradun,Uttarakhand,Digital Arrest / Impersonation of Law Enforcement,medium,30.30432,77.98495,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00290,2023-09-03,New Delhi,Delhi,Phishing (Email/SMS/Voice),medium,28.64846,77.24848,Victim received a deceptive email/SMS impersonating a bank or government body and submitted credentials on a fake site.
I4C-00291,2025-11-03,Kolkata,West Bengal,Online Financial Fraud (UPI/Card/Net-banking),low,22.5316,88.34577,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00292,2024-03-30,Pune,Maharashtra,Online Shopping / E-commerce Fraud,critical,18.51523,73.82267,"Victim did not receive goods ordered from a fraudulent e-commerce listing, or a fake refund process was used to extract further payment."
I4C-00293,2023-02-26,Dakshina Kannada (Mangaluru),Karnataka,Digital Arrest / Impersonation of Law Enforcement,medium,12.95827,74.90012,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00294,2025-09-17,Patna,Bihar,Courier / Parcel Scam,medium,25.5488,85.16624,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00295,2024-09-03,Bengaluru Urban,Karnataka,Counterfeit Currency Passing,medium,12.93608,77.6201,Counterfeit currency notes were identified during a retail or informal transaction.
I4C-00296,2025-03-09,Ghaziabad,Uttar Pradesh,Job Fraud / Work-From-Home Scam,medium,28.66333,77.46905,Victim responded to a work-from-home task-based job offer and was asked to pay a registration or task-completion fee.
I4C-00297,2023-01-26,Bengaluru Urban,Karnataka,Online Financial Fraud (UPI/Card/Net-banking),low,12.96973,77.56146,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00298,2023-06-09,New Delhi,Delhi,Online Financial Fraud (UPI/Card/Net-banking),high,28.65516,77.23888,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00299,2023-07-18,Ernakulam (Kochi),Kerala,Online Financial Fraud (UPI/Card/Net-banking),medium,9.96788,76.30617,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00300,2024-10-22,Ernakulam (Kochi),Kerala,Digital Arrest / Impersonation of Law Enforcement,critical,9.91971,76.21947,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00301,2023-04-27,Patna,Bihar,Online Financial Fraud (UPI/Card/Net-banking),low,25.59185,85.15042,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00302,2025-04-23,Dakshina Kannada (Mangaluru),Karnataka,Investment / Trading Scam,high,12.90924,74.89493,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00303,2024-06-17,Hyderabad,Telangana,Online Financial Fraud (UPI/Card/Net-banking),high,17.33754,78.4938,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00304,2023-04-27,New Delhi,Delhi,Digital Arrest / Impersonation of Law Enforcement,critical,28.59571,77.24932,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00305,2023-09-02,Meerut,Uttar Pradesh,Loan App Harassment,high,29.01326,77.74892,Victim took a small loan via an unregistered instant-loan app and was later harassed with morphed images sent to their contacts.
I4C-00306,2024-05-02,Hyderabad,Telangana,Cryptocurrency Fraud,critical,17.35516,78.47313,Victim invested through a fraudulent cryptocurrency platform or wallet and was unable to withdraw funds.
I4C-00307,2024-08-24,Bengaluru Urban,Karnataka,Digital Arrest / Impersonation of Law Enforcement,high,12.95054,77.63422,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00308,2025-06-26,Belagavi,Karnataka,Job Fraud / Work-From-Home Scam,medium,15.86368,74.49191,Victim responded to a work-from-home task-based job offer and was asked to pay a registration or task-completion fee.
I4C-00309,2025-04-17,Bengaluru Urban,Karnataka,Online Financial Fraud (UPI/Card/Net-banking),medium,13.00482,77.59726,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00310,2023-12-26,Hyderabad,Telangana,Online Financial Fraud (UPI/Card/Net-banking),high,17.39213,78.45051,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00311,2024-07-14,Hyderabad,Telangana,KYC Update Fraud,medium,17.34293,78.44544,Victim received a message claiming their bank/SIM KYC had expired and shared OTP/credentials on a fraudulent link or call.
I4C-00312,2024-09-22,Dakshina Kannada (Mangaluru),Karnataka,KYC Update Fraud,low,12.8778,74.87299,Victim received a message claiming their bank/SIM KYC had expired and shared OTP/credentials on a fraudulent link or call.
I4C-00313,2023-04-24,Hyderabad,Telangana,Investment / Trading Scam,high,17.34157,78.50997,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00314,2023-07-04,Lucknow,Uttar Pradesh,SIM Swap Fraud,critical,26.83146,80.92438,"Victim's SIM was fraudulently ported/duplicated, resulting in loss of mobile network access and unauthorized OTP-based transactions."
I4C-00315,2024-01-17,Bengaluru Urban,Karnataka,Phishing (Email/SMS/Voice),low,13.01262,77.59226,Victim received a deceptive email/SMS impersonating a bank or government body and submitted credentials on a fake site.
I4C-00316,2023-01-10,Noida (Gautam Buddh Nagar),Uttar Pradesh,Courier / Parcel Scam,medium,28.58407,77.34467,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00317,2024-05-16,Mumbai,Maharashtra,Digital Arrest / Impersonation of Law Enforcement,medium,19.11921,72.92457,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00318,2023-05-06,Vadodara,Gujarat,Courier / Parcel Scam,medium,22.34375,73.1633,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00319,2023-02-12,Rangareddy,Telangana,Investment / Trading Scam,medium,17.28117,78.44309,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00320,2023-03-03,Hyderabad,Telangana,Online Financial Fraud (UPI/Card/Net-banking),medium,17.34386,78.49861,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00321,2025-08-08,Bengaluru Urban,Karnataka,Online Financial Fraud (UPI/Card/Net-banking),high,13.01423,77.61847,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00322,2023-04-03,Lucknow,Uttar Pradesh,Phishing (Email/SMS/Voice),high,26.86696,80.90649,Victim received a deceptive email/SMS impersonating a bank or government body and submitted credentials on a fake site.
I4C-00323,2023-09-06,Warangal,Telangana,Romance / Matrimonial Scam,low,17.97488,79.60889,"Victim developed an online relationship with a profile that later requested money for a claimed emergency, travel, or customs issue."
I4C-00324,2025-08-04,Pune,Maharashtra,Phishing (Email/SMS/Voice),low,18.4841,73.86588,Victim received a deceptive email/SMS impersonating a bank or government body and submitted credentials on a fake site.
I4C-00325,2025-05-11,Jaipur,Rajasthan,Counterfeit Currency Passing,medium,26.87883,75.8199,Counterfeit currency notes were identified during a retail or informal transaction.
I4C-00326,2025-01-13,Ghaziabad,Uttar Pradesh,Online Shopping / E-commerce Fraud,low,28.67948,77.40742,"Victim did not receive goods ordered from a fraudulent e-commerce listing, or a fake refund process was used to extract further payment."
I4C-00327,2024-10-18,Mumbai,Maharashtra,Investment / Trading Scam,critical,19.05004,72.86121,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00328,2024-12-24,Vadodara,Gujarat,Loan App Harassment,critical,22.34196,73.13656,Victim took a small loan via an unregistered instant-loan app and was later harassed with morphed images sent to their contacts.
I4C-00329,2023-05-22,Hyderabad,Telangana,Investment / Trading Scam,medium,17.37721,78.49997,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00330,2025-03-24,Mumbai,Maharashtra,Online Financial Fraud (UPI/Card/Net-banking),medium,19.04608,72.89461,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00331,2023-03-24,Ahmedabad,Gujarat,Sextortion,high,23.06619,72.58472,Victim was coerced into payment after fraudster obtained or fabricated compromising content and threatened to circulate it.
I4C-00332,2023-03-15,Bengaluru Urban,Karnataka,Courier / Parcel Scam,low,12.98576,77.57118,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00333,2024-08-11,Kanpur Nagar,Uttar Pradesh,Investment / Trading Scam,critical,26.42496,80.33393,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00334,2025-11-18,Bengaluru Urban,Karnataka,Digital Arrest / Impersonation of Law Enforcement,critical,12.95636,77.5613,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00335,2025-11-13,Faridabad,Haryana,Cyberbullying / Online Harassment,medium,28.36735,77.32682,Victim reported sustained online harassment or defamatory content posted about them.
I4C-00336,2023-06-29,Mysuru,Karnataka,Online Financial Fraud (UPI/Card/Net-banking),low,12.27516,76.63005,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00337,2025-03-02,Jaipur,Rajasthan,Courier / Parcel Scam,low,26.89112,75.78271,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00338,2025-08-18,Hyderabad,Telangana,Loan App Harassment,medium,17.40604,78.48279,Victim took a small loan via an unregistered instant-loan app and was later harassed with morphed images sent to their contacts.
I4C-00339,2025-03-22,Vadodara,Gujarat,Online Financial Fraud (UPI/Card/Net-banking),medium,22.2603,73.16457,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00340,2025-10-03,Bengaluru Urban,Karnataka,Online Financial Fraud (UPI/Card/Net-banking),medium,12.95687,77.63079,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00341,2024-12-13,Hyderabad,Telangana,Digital Arrest / Impersonation of Law Enforcement,medium,17.42284,78.45831,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00342,2023-08-12,Thane,Maharashtra,Investment / Trading Scam,high,19.1745,72.96689,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00343,2024-12-22,Lucknow,Uttar Pradesh,Counterfeit Currency Passing,medium,26.89563,80.96397,Counterfeit currency notes were identified during a retail or informal transaction.
I4C-00344,2023-07-14,Mysuru,Karnataka,Online Financial Fraud (UPI/Card/Net-banking),high,12.26605,76.65048,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00345,2023-09-18,Jaipur,Rajasthan,Job Fraud / Work-From-Home Scam,high,26.93673,75.81327,Victim responded to a work-from-home task-based job offer and was asked to pay a registration or task-completion fee.
I4C-00346,2025-03-25,Pune,Maharashtra,Loan App Harassment,low,18.48074,73.84774,Victim took a small loan via an unregistered instant-loan app and was later harassed with morphed images sent to their contacts.
I4C-00347,2023-08-16,Bhubaneswar,Odisha,Romance / Matrimonial Scam,high,20.3033,85.81629,"Victim developed an online relationship with a profile that later requested money for a claimed emergency, travel, or customs issue."
I4C-00348,2025-03-11,Pune,Maharashtra,Courier / Parcel Scam,low,18.51563,73.85249,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00349,2025-10-20,Lucknow,Uttar Pradesh,Digital Arrest / Impersonation of Law Enforcement,high,26.85624,80.96102,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00350,2025-02-11,Pune,Maharashtra,Sextortion,medium,18.5004,73.86039,Victim was coerced into payment after fraudster obtained or fabricated compromising content and threatened to circulate it.
I4C-00351,2024-05-11,Ghaziabad,Uttar Pradesh,Investment / Trading Scam,high,28.62799,77.49582,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00352,2023-04-08,Bhubaneswar,Odisha,Social Media Account Takeover,low,20.26653,85.81714,Victim's social media account was compromised and used to solicit money from their contacts.
I4C-00353,2025-06-14,Hyderabad,Telangana,Loan App Harassment,medium,17.42459,78.46668,Victim took a small loan via an unregistered instant-loan app and was later harassed with morphed images sent to their contacts.
I4C-00354,2024-12-20,Lucknow,Uttar Pradesh,Investment / Trading Scam,medium,26.84843,80.96472,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00355,2025-10-22,New Delhi,Delhi,Online Financial Fraud (UPI/Card/Net-banking),medium,28.56494,77.16583,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00356,2025-09-23,Pune,Maharashtra,Phishing (Email/SMS/Voice),critical,18.52653,73.86411,Victim received a deceptive email/SMS impersonating a bank or government body and submitted credentials on a fake site.
I4C-00357,2023-07-08,Pune,Maharashtra,KYC Update Fraud,medium,18.54713,73.89662,Victim received a message claiming their bank/SIM KYC had expired and shared OTP/credentials on a fraudulent link or call.
I4C-00358,2023-08-15,Dakshina Kannada (Mangaluru),Karnataka,Sextortion,medium,12.89591,74.90384,Victim was coerced into payment after fraudster obtained or fabricated compromising content and threatened to circulate it.
I4C-00359,2025-05-11,Chennai,Tamil Nadu,Counterfeit Currency Passing,medium,13.06219,80.25504,Counterfeit currency notes were identified during a retail or informal transaction.
I4C-00360,2025-04-24,Meerut,Uttar Pradesh,Online Financial Fraud (UPI/Card/Net-banking),high,28.98691,77.73802,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00361,2023-03-28,Dakshina Kannada (Mangaluru),Karnataka,Investment / Trading Scam,critical,12.92711,74.86631,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00362,2024-09-15,Coimbatore,Tamil Nadu,Courier / Parcel Scam,medium,10.96787,76.90608,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00363,2025-12-24,Pune,Maharashtra,Digital Arrest / Impersonation of Law Enforcement,high,18.48025,73.80824,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00364,2025-11-27,Lucknow,Uttar Pradesh,KYC Update Fraud,low,26.81107,80.91605,Victim received a message claiming their bank/SIM KYC had expired and shared OTP/credentials on a fraudulent link or call.
I4C-00365,2025-08-15,Jodhpur,Rajasthan,Online Financial Fraud (UPI/Card/Net-banking),medium,26.19956,72.98431,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00366,2024-10-23,Kanpur Nagar,Uttar Pradesh,Digital Arrest / Impersonation of Law Enforcement,high,26.48056,80.28811,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00367,2023-05-10,Mysuru,Karnataka,Digital Arrest / Impersonation of Law Enforcement,medium,12.26963,76.61694,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00368,2023-03-31,Mumbai,Maharashtra,Digital Arrest / Impersonation of Law Enforcement,high,19.07098,72.86627,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00369,2023-12-22,Thane,Maharashtra,Digital Arrest / Impersonation of Law Enforcement,critical,19.23032,72.95303,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00370,2025-10-11,Mumbai,Maharashtra,Online Financial Fraud (UPI/Card/Net-banking),medium,19.11589,72.90929,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00371,2025-04-26,Ranchi,Jharkhand,Courier / Parcel Scam,medium,23.30085,85.32733,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00372,2023-12-22,Mumbai,Maharashtra,Sextortion,low,19.11353,72.87614,Victim was coerced into payment after fraudster obtained or fabricated compromising content and threatened to circulate it.
I4C-00373,2025-01-13,Dakshina Kannada (Mangaluru),Karnataka,Phishing (Email/SMS/Voice),medium,12.902,74.80676,Victim received a deceptive email/SMS impersonating a bank or government body and submitted credentials on a fake site.
I4C-00374,2025-05-14,Bengaluru Urban,Karnataka,Investment / Trading Scam,medium,12.97498,77.58316,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00375,2024-04-30,Patna,Bihar,Online Financial Fraud (UPI/Card/Net-banking),low,25.57922,85.11209,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00376,2023-09-23,Thane,Maharashtra,Sextortion,low,19.19621,72.93063,Victim was coerced into payment after fraudster obtained or fabricated compromising content and threatened to circulate it.
I4C-00377,2024-05-06,Bengaluru Urban,Karnataka,Digital Arrest / Impersonation of Law Enforcement,medium,12.94857,77.6281,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00378,2024-03-02,Belagavi,Karnataka,Investment / Trading Scam,critical,15.83499,74.51995,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00379,2024-06-18,Rangareddy,Telangana,Phishing (Email/SMS/Voice),medium,17.318,78.39044,Victim received a deceptive email/SMS impersonating a bank or government body and submitted credentials on a fake site.
I4C-00380,2025-11-10,Ghaziabad,Uttar Pradesh,Loan App Harassment,medium,28.66323,77.5028,Victim took a small loan via an unregistered instant-loan app and was later harassed with morphed images sent to their contacts.
I4C-00381,2024-07-07,Hyderabad,Telangana,Job Fraud / Work-From-Home Scam,medium,17.42224,78.44898,Victim responded to a work-from-home task-based job offer and was asked to pay a registration or task-completion fee.
I4C-00382,2023-01-31,Howrah,West Bengal,Courier / Parcel Scam,low,22.62228,88.21647,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00383,2023-08-12,Pune,Maharashtra,Lottery / Prize Scam,medium,18.479,73.8244,Victim received notification of winning a lottery/prize and was asked to pay a processing or tax fee to release it.
I4C-00384,2024-09-29,Bengaluru Urban,Karnataka,Romance / Matrimonial Scam,low,13.01299,77.62512,"Victim developed an online relationship with a profile that later requested money for a claimed emergency, travel, or customs issue."
I4C-00385,2025-08-09,Bengaluru Urban,Karnataka,Investment / Trading Scam,medium,12.95046,77.62628,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00386,2025-01-20,Ahmedabad,Gujarat,Digital Arrest / Impersonation of Law Enforcement,medium,23.06078,72.60753,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00387,2025-08-05,Chennai,Tamil Nadu,Investment / Trading Scam,medium,13.09906,80.25584,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00388,2023-08-24,Hyderabad,Telangana,KYC Update Fraud,low,17.41967,78.47191,Victim received a message claiming their bank/SIM KYC had expired and shared OTP/credentials on a fraudulent link or call.
I4C-00389,2023-11-28,Warangal,Telangana,Courier / Parcel Scam,medium,17.98929,79.57222,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00390,2024-01-03,Nagpur,Maharashtra,Courier / Parcel Scam,medium,21.1715,79.05382,"Fraudulent call claimed a parcel addressed to the victim was intercepted at customs containing prohibited items, demanding a clearance fee."
I4C-00391,2024-12-15,Noida (Gautam Buddh Nagar),Uttar Pradesh,Loan App Harassment,critical,28.50827,77.39079,Victim took a small loan via an unregistered instant-loan app and was later harassed with morphed images sent to their contacts.
I4C-00392,2023-04-07,Ernakulam (Kochi),Kerala,SIM Swap Fraud,high,9.89239,76.29367,"Victim's SIM was fraudulently ported/duplicated, resulting in loss of mobile network access and unauthorized OTP-based transactions."
I4C-00393,2024-12-08,Ranchi,Jharkhand,Online Financial Fraud (UPI/Card/Net-banking),high,23.36221,85.26331,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00394,2024-03-28,Jaipur,Rajasthan,Investment / Trading Scam,high,26.87101,75.80677,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00395,2025-10-27,Warangal,Telangana,Investment / Trading Scam,critical,17.93739,79.64494,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00396,2024-02-26,Howrah,West Bengal,Job Fraud / Work-From-Home Scam,low,22.6288,88.27641,Victim responded to a work-from-home task-based job offer and was asked to pay a registration or task-completion fee.
I4C-00397,2023-03-31,Nagpur,Maharashtra,Digital Arrest / Impersonation of Law Enforcement,high,21.14699,79.13101,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00398,2024-04-28,Vijayawada,Andhra Pradesh,Online Financial Fraud (UPI/Card/Net-banking),low,16.53872,80.65391,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00399,2024-02-17,Noida (Gautam Buddh Nagar),Uttar Pradesh,Investment / Trading Scam,medium,28.51047,77.34694,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00400,2024-05-10,Meerut,Uttar Pradesh,Job Fraud / Work-From-Home Scam,medium,28.94822,77.72502,Victim responded to a work-from-home task-based job offer and was asked to pay a registration or task-completion fee.
I4C-00401,2023-10-01,Bengaluru Urban,Karnataka,SIM Swap Fraud,medium,12.99075,77.55791,"Victim's SIM was fraudulently ported/duplicated, resulting in loss of mobile network access and unauthorized OTP-based transactions."
I4C-00402,2025-05-19,Gurugram,Haryana,Investment / Trading Scam,high,28.42369,77.03293,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00403,2025-04-11,Jodhpur,Rajasthan,KYC Update Fraud,medium,26.20582,73.04095,Victim received a message claiming their bank/SIM KYC had expired and shared OTP/credentials on a fraudulent link or call.
I4C-00404,2024-07-29,Patna,Bihar,Investment / Trading Scam,medium,25.55555,85.11653,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00405,2025-06-30,Rangareddy,Telangana,Online Shopping / E-commerce Fraud,low,17.28146,78.40089,"Victim did not receive goods ordered from a fraudulent e-commerce listing, or a fake refund process was used to extract further payment."
I4C-00406,2023-06-21,New Delhi,Delhi,Digital Arrest / Impersonation of Law Enforcement,high,28.6002,77.17581,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00407,2025-06-08,Jaipur,Rajasthan,Online Financial Fraud (UPI/Card/Net-banking),medium,26.89557,75.8112,Unauthorized transaction reported after victim shared card/UPI details or clicked a payment link received via SMS/WhatsApp.
I4C-00408,2024-05-29,New Delhi,Delhi,Investment / Trading Scam,high,28.64229,77.19118,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00409,2023-10-25,Chennai,Tamil Nadu,Digital Arrest / Impersonation of Law Enforcement,medium,13.04051,80.29544,"Victim received a video call from a caller impersonating a police/customs officer alleging a parcel or legal case in their name, and was pressured into transferring funds under threat of arrest."
I4C-00410,2023-12-12,Rangareddy,Telangana,Lottery / Prize Scam,critical,17.28897,78.43381,Victim received notification of winning a lottery/prize and was asked to pay a processing or tax fee to release it.
I4C-00411,2024-12-30,Bengaluru Urban,Karnataka,KYC Update Fraud,medium,12.99349,77.57563,Victim received a message claiming their bank/SIM KYC had expired and shared OTP/credentials on a fraudulent link or call.
I4C-00412,2024-05-05,Mumbai,Maharashtra,Investment / Trading Scam,high,19.06285,72.88281,Victim was added to a trading/investment group promising high guaranteed returns and lost funds after transferring an initial deposit.
I4C-00413,2025-04-05,Bengaluru Urban,Karnataka,Social Media Account Takeover,critical,12.93232,77.62488,Victim's social media account was compromised and used to solicit money from their contacts.
I4C-00414,2024-09-05,Faridabad,Haryana,Job Fraud / Work-From-Home Scam,low,28.45339,77.31724,Victim responded to a work-from-home task-based job offer and was asked to pay a registration or task-completion fee.
